text,predicted,true
"while it was part of former yugoslavia , my country , croatia , used to be almost completely ignored by western films in general . 
words "" croatia "" and "" croatians "" were unheard , even in movies whose plots actually took place on croatian locations . 
the rare exception was the dogs of war , 1980 adaptation of frederick forsyth's bestselling novel , yet that rare occasion only added insult to the injury , by mentioning croatians in most unflattering context . 
in a single line they are referred as a bunch of mean people , probably terrorists , who happen to remove parts of arm dealers' stomachs when they are unsatisfied with the quality of merchandise . 
same line also illustrates the milieu where the movie takes place - dark and violent world of shady international deals with the blurred boundaries between business , politics and crime . 
the movie protagonist , shannon ( christopher walken ) is a mercenary who spent the best years of his life fighting numerous little wars all over the globe . 
his latest job is a intelligence mission for powerful mining corporation that demands information about political climate in west african nation of zangaro . 
shannon arrives in that country only to find oppressive regime of president kimba , bloodthirsty madman whose brutality crushed any opposition and scared almost any westerners away . 
after being arrested and tortured by kimba's secret police , shannon leaves country with a help of british journalist north ( colin blakely ) . 
upon return , he is approached by mining company again , but this time they want him to plan and execute the coup d'etat against kimba . 
shannon reluctantly agrees and assembles small group of his surviving mercenary friends who begin meticulous preparation for another small war . 
thing that separates the dogs of war from conventional action movies , especially those made in 1980s , is its authenticity , almost close to documentary . 
it shouldn't surprise anyone , because the author of the novel , frederick forsyth , made reputation by blending fiction with real life , thus creating interesting , exciting yet very believable plots for his books . 
those plots were also responsible for few very successful 1970s thrillers , and one of them , zinnemman's the day of the jackal , is now considered a classic in that genre . 
this one deals with soldiers of fortune , ancient tradition that was resurrected in great turmoil of 1960s and 1970s and filled the void left by vanishing colonial empires . 
unlike wild geese , that used it as a pretext for conventional action adventure , script by george malko and gary de vore ( author whose death last year became real life mystery ) is serious , and instead of action puts emphasis on characters and prosaic details of their work . 
the movie doesn't try to romanticise the mercenary profession nor glorify mercenaries as some kind of superheroes ; they are simply shown as deadly yet expendable tool of powerful forces with questionable agenda . 
christopher walken played in many movies , yet very rarely we can see him in a leading role . 
his performance in this film perhaps isn't breathtaking , yet adequate . 
his notoriously expressionless face is perfect illustration of the disillusioned , world- weary man whose alienation from the "" normal "" way of life becomes complete and only remaining ideal is loyalty to the shrinking circle of friends . 
although the movie doesn't lack capable actors , their roles are miniature compared with walken's , and only colin blakely as cynical reporter has opportunity to portray his character . 
however , those who look familiar faces would find them plenty in the dogs of war - tom berenger , paul freeman , jo beth williams , victoria tennant ( in brief cameo ) , and biggest surprise is ed o'neill ( of married with children fame ) as shannon's reluctant colleague . 
this was the first major production for john irvin , and it shows why he earned the reputation of capable , yet second class director . 
with the good script he can make very good movie , with the bad script he can make real mess . 
luckily , the dogs of war had a good script . 
irvin's direction was very ascetic and it gave the movie almost documentary feel . 
the only distraction is dramatic music of geoffrey burgon , used on the wrong places . 
in the final battle scene , where we can see mercenaries at work , irvin shows us that modern warfare means superior firepower and tactics , unlike 1980s ramboesque fantasies that rely on macho superheroes . 
unfortunately , by making battle realistic irvin made it somewhat less attractive and his sloppy editing also didn't help . 
but , despite those shortcomings , this movie remains interesting and rare combination of action thriller and gritty , realistic political drama .",0,1
"disaster films have a tendency to be very formulated and very cliched . 
to see a disaster film with actual originality , or at least a decent plot twist , would definitely be a welcome surprise . 
unfortunately , folks , it's not likely . 
dante's peak is cliched , and at times corny , but also pretty decent . 
to be honest , i wasn't very interested in seeing this film , and word of mouth , as well as several reviews , didn't make it sound promising . 
so i was pleasantly surprised that to find that this movie wasn't bad at all . 
it's pretty run of the mill , but it's not something i would say is merely "" ok "" to watch . 
in case you don't know , dante's peak is about a volcano and the city which lives in it's shadow , dante's peak ( who would've guessed , eh ? ) . 
pierce brosnan plays the volcanologist sent to study the volcano and , perhaps more by hunch than actual scientific proof , is determined that the volcano will be arupting in the very near future . 
due to the lack of more substantial evidence , nobody warns the small town , and when they finally do , it's in the middle of the town meeting that the volcano finally blows . 
brosnan , all around good guy , will , of course , save the day . 
 . 
 . 
or at least the mayor of dante's peak ( linda hamilton ) . 
naturally the two will become infatuated with one another . 
 ( if you think i just ruined a plot development , you haven't seen very many movies ! ) 
there's also the virtually neccessary kids and pet dog to tug at your heart strings . 
and of course , the kids or the dog ( at least one or the other ) will do something heroic . 
 . 
 . 
but hey , i don't want to ruin all the surprises ! 
if there was a part of you that was hesitating seeing dante's peak merely because it was rumored to be a waste of time , i urge you to watch it and decide for yourself . 
it's not brain food , but it succeeds at what it's meant to be . 
 . 
 . 
an enjoyable , suspenseful movie about the fury mother nature can unleash !",0,1
"because no one demanded it : david duchovny in a romantic comedy ! 
at last , both his romantic magnetism and his comedic brilliance are mined for all their resources ! 
the choice of duchovny may have something to do with the plot , which could be fodder for a valentine's day episode of "" the x-files . "" 
bob rueland ( david duchovny ) loses his wife elizabeth ( joely richardson ) in a car accident . 
at the same time , grace briggs ( minnie driver ) is in the hospital , waiting for a heart transplant . 
grace gets elizabeth's heart , and it leads her to bob . 
it's the romantic equivalent of all those horror films where someone gets a transplant from a serial killer and then is driven to slaughter people . 
four writers are credited with contributing to the story . 
that doesn't seem possible . 
despite being a solid two hours long , "" return to me "" adds little to the "" boy meets girl / boy loses girl "" formula and , as a result , is terribly tedious and slow-moving . 
duchovny and driver seem unable to generate any sparks , and i kept wishing for a fast-forward button to move their scenes along . 
since driver has managed to work well in romantic roles before , i blame duchovny . 
he's out of his element without the manufactured and static sexual tension of his tv series ( and i've always thought that the relationship between mulder and scully on "" the x-files "" comes off more sibling-like than hot-and-bothered ) . 
there's something about duchovny that makes me uneasy . 
regardless of the role he's playing , he comes off as a weirdo . 
the only redeeming quality of "" return to me "" is its hilarious supporting cast . 
the circle of friends and relatives around bob and grace is constantly playing matchmaker , and they generate the only laughs in the movie . 
carroll o'connor is grace's grandfather marty o'reilly . 
when bob comes into marty's restaurant after hours , marty immediately begins quizzing bob about his marital status . 
when marty discovers that bob is a widower , he invites bob to join his poker game and introduces him with the declaration , "" this is bob ! 
his wife is dead ! "" 
the poker buddies are just as desperate to find a mate for grace and greet bob enthusiastically when they hear the news . 
also funny : bonnie hunt as grace's best friend megan and james belushi as megan's husband joe . 
married with children , megan and joe provide a useful counterpoint by showing the mundane results of romance . 
although it's rare to see him in a movie that premieres in a theater , belushi delivers his lines with great comic skill . 
rounding out the impressive supporting cast are david alan grier as bob's best friend and robert loggia as marty's brother-in-law angelo . 
in only the lead actors lived up to the standards set by the rest of the cast . 
bottom line : if you are compelled to see this movie , watch it on video so you can fast-forward to scenes with carroll o'connor and james belushi .",1,0
"it would be hard to choose the best american political thriller . 
some people would probably pick the manchurian candidate and others ( myself included ) would pick seven days in may . 
both those films were tense exercises in chills . 
the two films came out within two years of each other and both were directed by the same man , john frankenheimer . 
but that was 1962 and 1964 respectively . 
for most of the rest of his career frankenheimer has turned out some decent films , but has shown little of the promise that those two thrillers showed . 
each of those films had memorable characters and a tense plot . 
they had almost nothing in the way of chases or gunplay . 
the thrills all came from the plot . 
ronin is like a film made by another man . 
somewhere behind all the shooting and explosions and car chases there are the rudiments ofa plot , but we see only tiny pieces of it . 
we get a clue here and one there as to what is going on but j . d . zeik's screenplay is a bit obscure . 
the film begins explaining that a ronin is a masterless samurai . 
when a samurai has failed in the job of protecting his master from death , he becomes a ronin , much like a gunfighter in the american west . 
if you miss the opening , do not worry . 
this film will explain again what a ronin is . 
sam ( played by robert de niro ) is the modern equivalent of a ronin . 
he is a free agent who seems to have really good instincts about how to stay alive the world of a professional killer . 
he clearly was in a dangerous business at one time and now he seems to be drifting around on his own somewhere in france . 
sam is recruited from a montmartre bar by dierdre ( natascha mcelhone of the truman show ) , an irish woman , to be part of an action to steal a mysterious metal case . 
dierdre is very tight-lipped about what is in the case . 
sam joins a team of four others : vincent ( jean reno of the professional/leon and mission impossible ) , spence ( sean bean , tv's richard sharpe , and also patriot games and goldeneye ) , and gregor ( stellan skarsgard of breaking the waves and good will hunting ) . 
also along is larry ( skipp suddeth ) . 
the group seems to know their business , particularly sam , but each is in his own way cold and professional with his own field of expertise . 
their only human side seems to be in tensions among the members of the team . 
the story is not very easy to follow . 
it is never clear who is double-crossing whom and who is working for whom . 
somehow russians ( who may or may not be the russian mafia ) and irish radicals are involved trying to get their hands on a certain metal case . 
some very good actors are involved in this film . 
one wonders what they saw in the script . 
the characters are mostly one-dimensional professional killers . 
they know their work , and seeing their thought patterns adds some interest to the film , but for this group deep feeling between two people is teaming up with another killer so that neither is killed . 
by the end of the film we never really got to know anybody . 
maybe that is the secret of why such good actors took parts , since these are not very demanding characters to create . 
in addition to the above characters the film also features jonathan pryce and michael lonsdale ( the latter of moonraker and of the superior thriller the day of the jackal ) . 
as a revival of a sort of action film that was popular in the 1960s , i was hoping that there would be something here to grab onto and enjoy . 
unfortunately there are no deep characters , and little to make us care who eventually ends up with the metal case or why they want it . 
i rate ronin a 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale . 
non-spoiler : incidentally , the tale of the 47 ronin has been filmed multiple times , usually under the title chushingura or as the 47 ronin . 
also one frequently sees in japanese art the image of a man breaking down a door with a huge mallet . 
this is the first blow of the 47 ronin .",1,0
"in china in 1982 i turned the tables on our national guide and asked him if he had any questions about america . 
i guess i was expecting some sort of political question . 
instead , i was dumfounded by what was most on his mind . 
 "" in america , do wives and their mothers-in-law get along well ? "" 
he assured me in china that they did , but i am certain if that were true he would not have asked . 
even in china people seem to have problems relating to in- laws . 
perhaps some of life's most difficult relationships arise when families are suddenly artificially joined by marriage . 
a man trying to relate to his new prospective in-laws and vice-versa could be the basis of a very strong comedy . 
meet the parents does not demonstrate that fact , however . 
greg focker ( played by ben stiller ) has been dating and in love with pam byrnes ( teri polo ) for ten months and is now ready to propose to her . 
he will do it during a weekend visit to meet debbie's family and to attend her sister's wedding . 
from the beginning the relationship is awkward between greg and jack and dina byrnes ( robert deniro and blythe danner ) . 
through no fault of his own , the airline has lost greg's luggage . 
and he has to ask to borrow clothing . 
it is the beginning of a game of one-upmanship in which greg is nearly always one-down . 
as the games go on greg is more and more uncomfortable and uneasy which only contributes to the mistakes he makes . 
greg is playing a game he does not understand , in a league he is new to . 
but perhaps along the way he will discover some unexpected secrets about his father-in-law . 
this film had potential in its tale of one-upmanship . 
it has hit on a situation that many in the audience may find familiar--one that has not been done overly frequently in films . 
but the script by jim herzfeld and john hamburg is a little too contrived . 
too many coincidences in the story work against greg . 
the script could not decide if the main character was incompetent or simply unlucky . 
certainly he does not help his situation by doing everything wrong he possibly could , but even when he is trying to do the right things nature conspires against him . 
there is an uneven mix of slapstick sequences and human comedy . 
certainly the last part of the film feels awkwardly written . 
the main reason to see meet the parents is to see robert deniro's performance . 
deniro plays the suspicious and not a little fascistic father as tightly wound and threatening as he can . 
the little judgmental expressions on his face are a show in themselves as greg digs himself deeper and deeper into his insecurities . 
but we do not really see much of that digging . 
ben stiller is an affable presence in the film but is not really stretching himself by playing the role as the nebbish to whom so many bad things happen . 
it is nice to see blythe danner again on the screen . 
but her character has a basic conflict between a basic decency and her love for her husband and the script should have given her more to do with that . 
randy newman has written a playful score . 
in the first few seconds of the film it does something creative i have never heard a film score do before . 
there is a lot of source music that is popular music of the 1960s . 
presumably that is what the upper class listens to at least in somebody's imagination . 
humor is subjective and some this film has been getting some favorable comment . 
but this is a comedy that works only occasionally for me . 
i would have to rate it 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale .",1,0
"in my review of "" the spy who shagged me , "" i postulated an unbreakable law of film physics : every time a sequel is as good as or better than the previous film in the series , it is followed by a third movie that is a bore . 
the cause is probably complacency ; a studio sighs with relief when part 2 lives up to expectations and figures part 3 is a sure thing . 
 "" scream 3 "" provides the latest proof of this rule . 
in los angeles production has begun on "" stab 3 : return to woodsboro , "" the most recent installment in the series of movies inspired by the murders surrounding sidney prescott ( neve campbell ) . 
however , life soon starts imitating art , and "" stab "" cast members turn up stabbed . 
smelling yet another book deal , gale weathers ( courteney cox arquette ) comes to the set to investigate and finds her ex-boyfriend dewey riley ( david arquette ) acting as a technical consultant and getting chummy with jennifer ( parker posey ) , the actress playing gale in "" stab 3 . "" elsewhere , our heroine sidney is living in hiding under an assumed name . 
 . 
 . 
until she gets a phone call from a familiar evil voice . 
the late randy meeks ( jamie kennedy ) makes a surprise guest appearance via video to explain the rules of a trilogy . 
he notes the third chapter in a trilogy has an overabundance of exposition and a huge backstory to contend with . 
indeed , "" scream 3 "" tries to link its murders back to the one that started it all , the murder of sidney's mother maureen before the beginning of the original "" scream . "" 
at the scene of each murder in "" scream 3 , "" the killer leaves a photo of sidney's mother maureen as a teenager in hollywood and even includes a note claiming to be her real killer . 
to find out who the killer is , our intrepid investigators have to uncover what happened during maureen's missing years when she was a starlet appearing in low-budget horror films . 
 ( even with that little information , you can probably already guess what the killer's relationship to sidney is ) . 
unlike its predecessors , "" scream 3 "" doesn't have the guts to even suggest that the central characters might be the killer . 
the characters we do suspect are all undeveloped , so that by the end we don't even care who the killer is . 
the jaded detective ( patrick dempsey ) ? 
the kinky producer ( lance henriksen ) ? 
the driven young director ( scott foley ) ? 
the ingenue ( emily mortimer ) ? 
the character who turns out to be the killer seems to be selected at random . 
wes craven supposedly filmed three different endings to keep the real one a secret , so it's quite possible the one in the final cut was randomly chosen . 
the series' trademark references to other horror films have become trite and obvious . 
possibly it's the absence of screenwriter kevin williamson , who penned the first two , or maybe it's that the hip ironic stance eventually consumes itself and a series that parodies film cliches eventually becomes a cliche . 
i groaned as an attack on sidney from the first "" scream "" was repeated moment-for-moment in the hollywood set of her home . 
at some point , referencing becomes just a means to cover up a poverty of new ideas . 
 "" scream 3 "" also continues the tradition of having an eclectic set of cameos and familiar faces in small roles . 
look for jenny mccarthy , carrie fisher , patrick warburton ( puddy from "" seinfeld "" ) , roger corman , and jason mewes and kevin smith ( as jay and silent bob ) to walk through at some point . 
all these bit players put forth more effort than the series' returning stars , who are probably saving their energy for the long post- "" scream "" job search . 
another prediction i made in a previous review has come to pass : more movies are copying "" the blair witch project "" 's web strategy . 
 "" scream 3 "" has three official websites that ( wink , wink ) pretend that the events of the movie are real and provide additional backstory information not covered in the movie . 
the sunrise studios site ( scream3 . com ) has trailers for other sunrise releases as well as the "" latest 'stab 3' news . "" 
there's also a gail weathers official site ( galeweathers . com ) and a sunrise sucks site that has more "" stab "" scandals the studio wants to cover up ( sunrisesucks . com ) . 
craven and company promise that this is the last installment in the "" scream "" series . 
while i hope that's true , i don't hold out much hope-horror movie series are even harder to kill than their monsters . 
there's a "" halloween h2k "" in the works , even though michael myers was beheaded in "" h20 , "" and a "" freddy vs . jason "" has been talked about for awhile , despite the fact that both characters were "" killed off . "" 
there's bound to be a "" scream 4 "" someday , even if it starts over with a new set of movie-star wannabes . 
bottom line : they should have called this one "" yawn . """,1,0
"it is with some sad irony that i screened fright night part 2 on the day that one of it's stars , roddy mcdowall passed away at the age of 70 . 
mcdowall was one of the most talented and prolific actors in hollywood , having a career that spanned over 60 years and appearing in more than 100 films . 
fright night part 2 probably will not be counted among his more memorable roles . 
this is really sad considering how good the first fright night film was . 
william ragsdale and roddy mcdowall both reprised their roles as the somewhat reluctant vampire killers who seem to be the only ones that realize that vampires walk among us . 
 ( at least in the movies anyway . ) 
it has been several years since charlie brewster ( ragsdale ) and b-movie actor turned late night horror film host , peter vincent ( mcdowall ) came face to face with a real live vampire who just happened to be charlie's next door neighbor . 
charlie and peter won that battle , but apparently even vampires have relatives who get pissed if you kill members of their family . 
apparently charlie's former bloodsucking next door neighbor had a sister who was none too pleased to find out that some kid and an aging actor staked her sibling . 
so she decides to exact a little bit of revenge . 
this ends up forcing charlie and peter to battle the forces of darkness yet again . 
one of the things that made fright night such a success was chris sarandon who played charlie's stylish next door neighbor with a taste for blood . 
fright night part 2 tries to duplicate that modern style but it falls sort . 
while they are stylish , the vamps in this film just don't have the personality of the undead in the first film . 
with the exception of a werewolf who adds some much needed comic relief to a few of the scenes . 
one bright spot , speaking from a strictly sexist point of view , is traci lin , who plays charlie's very skeptical girlfriend . 
it's really a shame that her career hasn't been better since she made this film . 
ragsdale does a fair job in this film , but doesn't give nearly the performance that he did in the original . 
roddy mcdowall makes the most with what he is given , which unfortunately isn't much which is a shame because his character was a lot of fun in the original movie . 
i guess i would have to say that the first film was a superior product in every way . 
the original always left you feeling danger was lurking right around the corner , part 2 had more of the feel of a music video . 
never a good thing for a horror film . 
another minus for part 2 was the traditional scenes that leave the audience on the edge of their seats waiting for something to jump out of a shadow where very rare . 
for that matter , they were almost nonexistent . 
if i was going to watch a horror film , this would be far from my first choice . 
the first fright night , on the other hand , would be right up near the top of my list . 
if i was in the mood for a roddy mcdowall film i'd probably head to the science fiction section of my local video store and rent planet of the apes . 
either way fright night part 2 would most likely not enter into the equation .",1,0
"joe versus the volcano is really one of the worse movies made in very recent memory . 
the strangest thing is that you would think nothing would go wrong with it . 
it has a solid cast with tom hanks & meg ryan as the lead roles . 
but you can never judge a movie by its cast . . . 
if there is one good thing about joe vs the volcano , it is that the plot is original . 
unfortunately , it is also incredibly stupid . 
the movie begins with joe ( tom hanks ) going to work . 
this opening sequence is very boring and slow . 
it shows joe walking to his office . 
but on the way , he has to wait in a long line passing by strange and slightly depressing scenery with obnoxious lighting . 
a sequence like this should take 2 minutes . 
here , it takes over 5 . . . 
it is obvious that joe hates his job . 
at his office , one of his co-workers is meg ryan . 
oddly enough , she plays 3 different roles in this movie ! ! 
joe leaves to go to a doctor's appointment . 
his doctor informs him that he has a "" brain cloud . "" 
this means that in a few months , he will die . 
so what does joe do ? 
quit his job , of course ! ! 
when he arrives home , joe meets an old man named graynamore ( lloyd bridges ) . 
graynamore tells joe that in order to get some important mineral for his company from an island , the natives need someone to sacrifice to their volcano to please their fire god . 
by a startling coincidence , the boat trip to the island takes a few months . 
by the time he reaches the island , he will almost be dead from the "" brain cloud "" anyway , so joe agrees . 
graynamore gives joe a credit card to buy everything he needs to go on this "" great adventure "" . 
joe goes on a date with meg ryan , his co-worker . 
the day before the boat trip , joe meets one of graynamore's daughters . 
she is also , surprise , meg ryan . 
except she looks more hippyish . 
they both have dinner and the next day , joe gets driven over to his boat . 
the lady that sails the boat is another one of graynamore's daughters . 
and , wonder of wonders , she is also played by meg ryan . 
as they sail to the island , meg ryan tells joe that the natives of the island have a craving for orange soda . 
after some stupid talking scenes , they also deduce that graynamore had his doctor be the one that joe went to . 
and that the "" brain cloud "" thing was made up ! ! 
they do plently of cheap special effects on the boat voyage . 
joe goes fishing and catches a hammerhead shark . 
this is a cheap gag that has been pulled off many times . 
but , to top it off , the shark is obviously rubber and fake ! ! 
one night there is a storm . 
a cheap-looking lightning bolt strikes the boat and everything is cast overboard . 
fortunately , joe and meg ryan manage to find some of the luggage that joe brought to sail . 
by pure luck , they get to the island . 
since the natives like orange soda , they wear soda cans as attire ! ! 
stupid or what ? 
 ; ) before joe leaps in the volcano , he gets fed . 
right before he jumps , meg ryan pleads him not to . 
when joe decides to , she goes in with him because "" she loves him "" . 
now this is where the movie should end . 
but , unfortunately , the "" cheesy ending "" bug comes in . 
the volcano blows the couple out and into the ocean where they land on joe's luggage . 
they float to another part of the island as they watch lava pouring out of the volcano towards the villagers . 
i give this movie a . 
see it only if you're a film buff that enjoys a bad movie every now and then or if you really like tom hanks or meg ryan . . .",1,0
"staring , george clooney , arnold schwarzenegger , chris o'donnell and uma thurman with alicia silverstone . 
well to start this off i'd just like to say a couple things . 
first is , i miss michael keaton , i miss tim burton and would much prefer to think that these last two batman films are all like a dallas dream sequence . 
not even from the first film was batman really the 'star' though he was damn close in the first couple anyway . 
in 'batman forever' and now in 'batman & robin' he's almost pushed to being a bit player . 
i can't really say if clooney ( who regardless was better than kilmer ) was a very good batman or not . 
he's given next to nothing to do at all , he might as well not have been there and it wouldn't have made much difference . 
now , joel schumacher has said that he refuses to bend to the masses that have hated his films and cheered for the return of buton that he wont make batman brooding and dark . 
fine , i mean granted 'batman returns' while being an awsome film was a bit to dark sometimes . 
yet his bright neon , campy style is just killing anything this series meant to me . 
i'm usually very easy on films . 
i loved 'con air' and other films some critics have slammed . 
granted that film really was paper thin , cliche ridden , except for one thing , it was fun . 
there is virtually no fun in this film at all . 
i couldn't have cared less . 
it'll thrill the little ones as theres no violence really , none everyone comes out fine in the end like those old tv shows where it ends with everyone laughing . 
schwarzenegger is awful , i mean really , really bad . . . 
and this is coming from a regular fan of his work . 
i love his movies most of the time and the basic reason is he never says much in any of them . 
he talks all to often in this movie . 
i would have much prefered to have seen patric stewart in the roll . 
i believe to truely like a film you have to care about at least someone in a film . 
i liked alfred but the reason behind it is a cheap shot .",1,0
"anna and the king is at least the fourth film adaptation of margaret landon's fact based novel the king and i , and it's big , expensive and soulless . 
though good-looking , its lavish sets , fancy costumes and luscious cinematography can do little to compensate for the emotional wasteland that is peter krikes and steve meerson's script . 
so much money was spent on pretty pictures that they forgot to actually make the movie interesting . 
this is jodie foster's first movie since the jaw-droppingly brilliant contact came out more than two years ago and it isn't the best choice to show off her acting chops . 
she's trapped in the stoic role of anna leonowens , the uptight , widowed british schoolteacher who comes to siam ( now thailand ) with her son to instruct the king's ( chow yun-fat ) son in the ways of the west ( because "" the ways of england are the ways of the world ) . 
the king likes her so much he puts her in charge of educating the whole royal family ( 58 kids with 10 more in the way ; impressive , no ? ) . 
the eldest prince is none too happy about this ( "" father , have i offended you in some way ? 
why do you punish me with imperialist schoolteacher ? ) , but soon gets to know anna and her stern- mother-who-loves-you personality better and comes to like her . 
meanwhile , siam comes under attack from the neighboring british colony of burma . 
the king and his close advisors suspect that this is britain's doing which arouses suspicion in siam , putting anna in an uncomfortable position . 
she is not sure what to make of this and seems to herself suspect british involvement in the crisis but works to diffuse the king's prejudices . 
he , though self-righteous as ever , can't help but be influenced by the eloquent anna and they slowly , quietly , develop affections for each other . 
there is a scene in the middle of anna and the king where one of the king's younger daughters dies . 
it's your classic deathbed scene , with the girl's mournful eyes staring at her father , who tries only semi- successfully to maintain his composure . 
anna then comes in and cries a bit . 
the sequence was there for a purpose : to evoke a strong emotional response from the viewer . 
i'm usually a sucker for such scenes and yet this time , i was just sitting there , my emotions untouched . 
this remains true through all of the movie which remains emotionally barren . 
we never develop connections to the characters ; never given a reason to care . 
this ludicrously long epic was directed by andy tennant , whose last film was ever after , one of my favorites of 1998 . 
i do not doubt tennant's ability to put together a decent movie , but anna and the king , aside from being psychologically inept is also technologically deficient . 
the sets and scenery are gorgeous , but the camerawork does nothing to convey its grandeur . 
even terrence malick managed to do more with flora and fauna in his otherwise abysmal the thin red line than tennant can muster from $75 million worth of props and a shoot in malaysia . 
we feel like the camera is restricted to its immediate point of view ; there are no wide tracking shots or sweeping zooms to fill us with larger-than-life awe . 
i liked both foster and yun-fat , who give entertaining if not terribly involving performances in the two lead roles . 
foster's generally stoic persona serves her well here , as she is playing a reserved , formal and rather underdeveloped character . 
yun-fat is especially effective , perfectly conveying the king of siam's sangfroid permeated with violent outbursts . 
what does anna and the king in is its inability to involve the viewer in its characters and situations . 
the cast is great , the director is talented , and the budget is lavish , but this ill-advised remake of the classic rogers and hammerstein movie is unable to utilize any of those things to form a compelling whole . 
this is an emotionless costume epic .",1,0
"susan granger's review of "" american outlaws "" ( warner bros . ) 
thomas edison's "" the great train robbery "" ( 1903 ) was the first western ever made and "" jesse james under the black flag "" ( 1923 ) first introduced the outlaw folk hero . 
now , more than 20 similarly-themed pictures later , jesse james and his notorious gang of outlaws ride again in a banal mtv spin on an american legend . 
the story begins as jesse ( charasmatic colin farrell ) and his brother frank ( gabriel macht ) , cole and scott younger ( scott caan , will mccormack ) and trusty comanche tom ( nathaniel arcand ) , after four years of fighting for the rebs in the civil war , return to liberty , missouri - only to discover union troops are occupying their hometown . 
and an avaricious east coast railroad baron , thaddeus rains ( harris yulin ) , is forcing farmers to sell their land at less than true value , aided by allan pinkerton ( timothy dalton ) and his infamous detectives who , back then , were just thugs who provided security . 
but when ma james ( kathy bates ) becomes one of their victims , jesse and the rest of the guys ( gregory smith , ty o'neal , joe stevens ) form the james-younger gang to wreak revenge by attacking the railroad's supply lines , sabotaging track and robbing the banks where the payroll is kept . 
plus there's romance - between jesse and a spunky hometown gal , lee mimms ( ali larter ) . 
working from a politically-correct , clich ? -drenched , sanitized and revisionist screenplay by roderick taylor and john rodgers , director les mayfield keeps the action fast-paced and goes for lightweight laughs when he can . 
the choppy editing hurts but russell boyd's cinematography , luke reichle's designer duds and trevor rabin's music lend authenticity . 
on the granger movie gauge of 1 to 10 , "" american outlaws "" is a galloping , formulaic 3 . 
it's the wild west re-visited as a date movie .",1,0
